Name,Age,Position,Finishing,Passing,Pacing,Defending,Keeping,Attacking,Defensive,Level,Overall
Theo Vieira,25,Atacante,166.0,132.0,148.0,115.5,0.0,446.0,263.5,1,709.5
Dr. Marcelo Rodrigues,22,Goleiro,0.0,249.0,215.5,221.0,338.0,464.5,774.5,2,1239.0
Luiz Miguel Rodrigues,26,Zagueiro,313.8,331.5,325.5,399.2,0.0,970.8,724.7,3,1695.5
Raul Moreira,20,Zagueiro,313.2,322.5,328.5,447.20000000000005,0.0,964.2,775.7,3,1739.9
Francisco Farias,21,Lateral,133.6,163.0,156.4,152.5,0.0,453.0,308.9,1,761.9
Sr. Thomas Mendes,32,Lateral,325.6,355.5,344.4,352.5,0.0,1025.5,696.9,3,1722.4
Raul Gomes,35,Meio-campista,238.4,260.0,230.4,231.0,0.0,728.8,461.4,2,1190.1999999999998
Sr. Enrico Barbosa,35,Meio-campista,237.2,298.0,233.6,232.0,0.0,768.8000000000001,465.6,2,1234.4
Rodrigo Lopes,28,Meio-campista,242.0,294.0,224.0,247.0,0.0,760.0,471.0,2,1231.0
Miguel Souza,28,Meio-campista,138.4,174.0,139.2,134.0,0.0,451.59999999999997,273.2,1,724.8
Sr. Pedro Miguel da Rocha,30,Atacante,282.0,243.0,260.0,222.0,0.0,785.0,482.0,2,1267.0
Enzo Monteiro,27,Atacante,286.0,235.0,252.5,219.5,0.0,773.5,472.0,2,1245.5
Levi Monteiro,33,Goleiro,0.0,232.0,224.5,221.0,311.0,456.5,756.5,2,1213.0
Levi Santos,28,Zagueiro,109.6,128.5,134.5,215.2,0.0,372.6,349.7,1,722.3
Davi Lucca Novaes,30,Zagueiro,109.3,124.75,136.75,260.0,0.0,370.8,396.75,1,767.55
Nicolas Pires,21,Lateral,428.8,449.5,444.4,451.0,0.0,1322.6999999999998,895.4,4,2218.1
Breno Gonçalves,34,Lateral,237.6,249.5,239.6,252.5,0.0,726.7,492.1,2,1218.8000000000002
Dr. Juan da Rosa,27,Meio-campista,149.2,164.0,125.6,141.0,0.0,438.79999999999995,266.6,1,705.4
Anthony Moura,32,Meio-campista,143.2,180.0,124.8,150.0,0.0,448.0,274.8,1,722.8
Theo Lopes,22,Meio-campista,551.6,560.0,536.0,534.0,0.0,1647.6,1070.0,5,2717.6
Dr. Thiago Alves,23,Meio-campista,138.4,172.0,124.0,131.0,0.0,434.4,255.0,1,689.4
João Gabriel Lopes,31,Atacante,268.0,231.0,272.0,216.5,0.0,771.0,488.5,2,1259.5
Caio das Neves,23,Atacante,298.0,241.0,264.5,224.0,0.0,803.5,488.5,2,1292.0
Luiz Gustavo Melo,26,Goleiro,0.0,134.0,121.0,121.5,247.0,255.0,489.5,1,744.5
Pietro Souza,20,Zagueiro,209.0,227.75,225.5,334.4,0.0,662.25,559.9,2,1222.15
Yuri Novaes,30,Zagueiro,113.2,124.75,125.5,212.0,0.0,363.45,337.5,1,700.95
Henrique Jesus,29,Lateral,230.4,254.0,239.6,261.5,0.0,724.0,501.1,2,1225.1
Samuel Azevedo,25,Lateral,239.2,260.0,238.4,272.0,0.0,737.6,510.4,2,1248.0
Marcelo Freitas,20,Meio-campista,142.0,160.0,125.6,139.0,0.0,427.6,264.6,1,692.2
Sr. Danilo Cardoso,29,Meio-campista,252.8,270.0,224.8,234.0,0.0,747.5999999999999,458.8,2,1206.3999999999999
João Miguel Peixoto,34,Meio-campista,142.0,162.0,134.4,137.0,0.0,438.4,271.4,1,709.8
Calebe Moura,22,Meio-campista,157.6,198.0,135.2,138.0,0.0,490.8,273.2,1,764.0
Davi Fernandes,34,Atacante,366.0,350.0,355.5,319.5,0.0,1071.5,675.0,3,1746.5
Carlos Eduardo Souza,24,Atacante,400.0,348.0,366.0,317.0,0.0,1114.0,683.0,3,1797.0
Diego da Rocha,32,Goleiro,0.0,245.0,218.5,224.0,296.0,463.5,738.5,2,1202.0
Pietro Alves,34,Zagueiro,114.7,133.75,130.75,199.2,0.0,379.2,329.95,1,709.15
Bernardo Nogueira,35,Zagueiro,109.0,134.5,124.0,260.0,0.0,367.5,384.0,1,751.5
Benjamin Peixoto,32,Lateral,224.8,269.0,255.2,272.0,0.0,749.0,527.2,2,1276.2
João Gabriel Castro,31,Lateral,336.8,345.0,342.0,361.5,0.0,1023.8,703.5,3,1727.3
Calebe Farias,28,Meio-campista,140.8,184.0,124.0,135.0,0.0,448.8,259.0,1,707.8
João Rezende,23,Meio-campista,143.2,164.0,137.6,150.0,0.0,444.79999999999995,287.6,1,732.4
Sr. Francisco Duarte,27,Meio-campista,360.0,378.0,338.4,345.0,0.0,1076.4,683.4,3,1759.8000000000002
Dr. Ian Cardoso,25,Meio-campista,449.2,492.0,433.6,442.0,0.0,1374.8000000000002,875.6,4,2250.4
Antônio Vieira,35,Atacante,500.0,433.0,466.0,424.5,0.0,1399.0,890.5,4,2289.5
Sr. Thales da Mata,33,Atacante,400.0,339.0,375.0,320.5,0.0,1114.0,695.5,3,1809.5
Davi Luiz Pinto,31,Goleiro,0.0,146.0,122.0,124.5,220.0,268.0,466.5,1,734.5
Luiz Miguel Alves,28,Zagueiro,512.0,523.25,523.25,605.6,0.0,1558.5,1128.85,5,2687.35
Nicolas da Costa,32,Zagueiro,115.0,129.25,129.25,208.8,0.0,373.5,338.05,1,711.55
Pedro Lucas Ramos,31,Lateral,238.4,252.5,238.4,257.0,0.0,729.3,495.4,2,1224.6999999999998
Joaquim Nunes,32,Lateral,134.4,158.5,138.4,169.0,0.0,431.29999999999995,307.4,1,738.6999999999999
Davi Luiz da Costa,35,Meio-campista,236.0,266.0,239.2,238.0,0.0,741.2,477.2,2,1218.4
Cauê Sales,28,Meio-campista,237.2,286.0,235.2,250.0,0.0,758.4000000000001,485.2,2,1243.6000000000001
Sr. Vitor Hugo Alves,21,Meio-campista,360.0,366.0,338.4,348.0,0.0,1064.4,686.4,3,1750.8000000000002
Bryan Cardoso,20,Meio-campista,149.2,188.0,133.6,130.0,0.0,470.79999999999995,263.6,1,734.4
Luiz Felipe Ribeiro,29,Atacante,180.0,146.0,166.0,122.5,0.0,492.0,288.5,1,780.5
Sr. Luigi Araújo,29,Atacante,196.0,146.0,172.0,123.5,0.0,514.0,295.5,1,809.5
Vicente Moraes,34,Goleiro,0.0,142.0,117.0,118.0,199.0,259.0,434.0,1,693.0
Leandro da Conceição,22,Zagueiro,211.1,230.0,236.75,353.6,0.0,677.85,590.35,2,1268.2
Vicente Melo,33,Zagueiro,210.8,230.0,232.25,305.6,0.0,673.05,537.85,2,1210.9
Enzo Caldeira,21,Lateral,228.0,260.0,251.6,245.0,0.0,739.6,496.6,2,1236.2
Theo Cardoso,22,Lateral,126.4,157.0,155.2,161.5,0.0,438.59999999999997,316.7,1,755.3
Arthur Correia,31,Meio-campista,449.2,468.0,440.0,441.0,0.0,1357.2,881.0,4,2238.2
Dr. Pedro Henrique da Mota,27,Meio-campista,351.6,374.0,336.8,347.0,0.0,1062.4,683.8,3,1746.2
Davi Costela,31,Meio-campista,354.0,394.0,335.2,333.0,0.0,1083.2,668.2,3,1751.4
Dr. Gabriel Rodrigues,22,Meio-campista,149.2,192.0,136.8,139.0,0.0,478.0,275.8,1,753.8
Bryan Viana,24,Atacante,282.0,234.0,249.5,216.0,0.0,765.5,465.5,2,1231.0
João Vieira,35,Atacante,388.0,330.0,355.5,321.5,0.0,1073.5,677.0,3,1750.5
Emanuel Barros,34,Goleiro,0.0,133.0,117.5,124.0,190.0,250.5,431.5,1,682.0
Dr. Rodrigo Campos,35,Zagueiro,311.7,327.0,336.0,437.6,0.0,974.7,773.6,3,1748.3000000000002
Leonardo Mendes,31,Zagueiro,114.4,135.25,136.0,234.4,0.0,385.65,370.4,1,756.05
João Nogueira,34,Lateral,128.8,160.0,151.6,169.0,0.0,440.4,320.6,1,761.0
Sr. João Miguel Carvalho,33,Lateral,135.2,145.0,158.8,155.5,0.0,439.0,314.3,1,753.3
Erick Moreira,28,Meio-campista,240.8,266.0,231.2,235.0,0.0,738.0,466.2,2,1204.2
Nicolas Peixoto,24,Meio-campista,245.6,282.0,240.0,231.0,0.0,767.6,471.0,2,1238.6
Dr. Benício Cardoso,32,Meio-campista,154.0,186.0,131.2,149.0,0.0,471.2,280.2,1,751.4
Diogo Ramos,35,Meio-campista,158.8,178.0,133.6,147.0,0.0,470.4,280.6,1,751.0
Kevin Ramos,25,Atacante,196.0,148.0,149.5,122.5,0.0,493.5,272.0,1,765.5
Davi Luiz da Paz,25,Atacante,270.0,250.0,248.0,217.5,0.0,768.0,465.5,2,1233.5
Dr. Rafael Jesus,27,Goleiro,0.0,238.0,221.5,221.0,299.0,459.5,741.5,2,1201.0
Diego Vieira,25,Zagueiro,110.8,124.0,134.5,215.2,0.0,369.3,349.7,1,719.0
Matheus Fogaça,32,Zagueiro,313.2,330.75,330.75,440.8,0.0,974.7,771.55,3,1746.25
Calebe Moreira,22,Lateral,240.0,254.0,257.6,270.5,0.0,751.6,528.1,2,1279.7
Enzo Monteiro,32,Lateral,232.0,251.0,257.6,251.0,0.0,740.6,508.6,2,1249.2
Vinicius da Cunha,33,Meio-campista,550.4,578.0,535.2,544.0,0.0,1663.6000000000001,1079.2,5,2742.8
Marcos Vinicius Cunha,26,Meio-campista,243.2,262.0,239.2,240.0,0.0,744.4,479.2,2,1223.6
Benjamin Santos,24,Meio-campista,157.6,190.0,127.2,145.0,0.0,474.8,272.2,1,747.0
Lorenzo Farias,20,Meio-campista,146.8,192.0,130.4,150.0,0.0,469.20000000000005,280.4,1,749.6
Vinicius Fernandes,22,Atacante,300.0,250.0,258.5,225.0,0.0,808.5,483.5,2,1292.0
Joaquim Mendes,22,Atacante,172.0,130.0,145.0,123.5,0.0,447.0,268.5,1,715.5
Sr. Yuri Costela,30,Goleiro,0.0,433.0,415.0,418.0,547.0,848.0,1380.0,4,2228.0
Otávio Rezende,32,Zagueiro,309.3,334.5,324.75,428.0,0.0,968.55,752.75,3,1721.3
João Felipe Jesus,20,Zagueiro,509.6,527.75,529.25,612.0,0.0,1566.6,1141.25,5,2707.85
Benjamin Souza,22,Lateral,432.8,457.0,438.4,454.0,0.0,1328.1999999999998,892.4,4,2220.6
Felipe Silveira,24,Lateral,232.8,246.5,252.8,251.0,0.0,732.1,503.8,2,1235.9
Rodrigo Freitas,24,Meio-campista,160.0,178.0,136.8,132.0,0.0,474.8,268.8,1,743.6
Davi Fernandes,21,Meio-campista,444.4,466.0,432.0,438.0,0.0,1342.4,870.0,4,2212.4
Dr. Lucca Gonçalves,22,Meio-campista,143.2,176.0,137.6,131.0,0.0,456.79999999999995,268.6,1,725.4
Sr. João Miguel Costa,22,Meio-campista,245.6,278.0,236.0,249.0,0.0,759.6,485.0,2,1244.6
Murilo Viana,29,Atacante,490.0,446.0,466.0,416.5,0.0,1402.0,882.5,4,2284.5
Pietro Azevedo,23,Atacante,274.0,236.0,257.0,215.0,0.0,767.0,472.0,2,1239.0
Vicente Rezende,25,Goleiro,0.0,445.0,415.0,415.0,520.0,860.0,1350.0,4,2210.0
Enzo Souza,21,Zagueiro,111.4,124.75,136.0,231.20000000000002,0.0,372.15,367.20000000000005,1,739.35
João Felipe Caldeira,20,Zagueiro,312.9,324.0,328.5,415.2,0.0,965.4,743.7,3,1709.1
Emanuel da Cunha,31,Lateral,140.0,164.5,157.6,169.0,0.0,462.1,326.6,1,788.7
Heitor Araújo,31,Lateral,537.6,575.0,542.0,560.0,0.0,1654.6,1102.0,5,2756.6
Nicolas Freitas,31,Meio-campista,136.0,196.0,132.0,134.0,0.0,464.0,266.0,1,730.0
Vitor Hugo Peixoto,33,Meio-campista,138.4,178.0,136.0,134.0,0.0,452.4,270.0,1,722.4
João Felipe Fernandes,26,Meio-campista,340.8,364.0,325.6,345.0,0.0,1030.4,670.6,3,1701.0
Davi Lucas Moraes,30,Meio-campista,251.6,274.0,224.8,233.0,0.0,750.4000000000001,457.8,2,1208.2
Alexandre Gomes,20,Atacante,184.0,150.0,164.5,121.0,0.0,498.5,285.5,1,784.0
Sr. Luiz Gustavo Freitas,28,Atacante,386.0,332.0,345.0,317.5,0.0,1063.0,662.5,3,1725.5
Nicolas Pinto,30,Goleiro,0.0,139.0,122.0,124.5,199.0,261.0,445.5,1,706.5
Ryan Fernandes,21,Zagueiro,114.1,128.5,123.25,234.4,0.0,365.85,357.65,1,723.5
Marcos Vinicius Mendes,29,Zagueiro,212.0,237.5,236.75,318.4,0.0,686.25,555.15,2,1241.4
Nicolas Santos,28,Lateral,138.4,145.0,148.0,161.5,0.0,431.4,309.5,1,740.9
Francisco da Luz,29,Lateral,239.2,251.0,238.4,249.5,0.0,728.6,487.9,2,1216.5
Sr. Lucas Ferreira,25,Meio-campista,343.2,390.0,339.2,332.0,0.0,1072.4,671.2,3,1743.6000000000001
João Cardoso,20,Meio-campista,250.4,280.0,237.6,236.0,0.0,768.0,473.6,2,1241.6
Gabriel Fogaça,23,Meio-campista,152.8,162.0,137.6,141.0,0.0,452.4,278.6,1,731.0
Rafael Almeida,30,Meio-campista,356.4,384.0,335.2,347.0,0.0,1075.6,682.2,3,1757.8
Arthur da Mata,28,Atacante,170.0,137.0,160.0,124.0,0.0,467.0,284.0,1,751.0
Theo Castro,26,Atacante,182.0,146.0,146.5,125.0,0.0,474.5,271.5,1,746.0
Leandro Barbosa,22,Goleiro,0.0,249.0,223.5,218.0,302.0,472.5,743.5,2,1216.0
João Lucas Pereira,27,Zagueiro,211.4,224.75,235.25,318.4,0.0,671.4,553.65,2,1225.05
Bernardo Fernandes,22,Zagueiro,310.8,331.5,327.0,434.4,0.0,969.3,761.4,3,1730.6999999999998
Erick Monteiro,34,Lateral,236.0,266.0,260.0,263.0,0.0,762.0,523.0,2,1285.0
Yuri Azevedo,22,Lateral,128.8,163.0,142.0,175.0,0.0,433.8,317.0,1,750.8
Luiz Henrique Santos,26,Meio-campista,355.2,392.0,335.2,336.0,0.0,1082.4,671.2,3,1753.6000000000001
Samuel Correia,24,Meio-campista,136.0,200.0,124.0,150.0,0.0,460.0,274.0,1,734.0
Vitor Hugo Correia,34,Meio-campista,145.6,200.0,133.6,141.0,0.0,479.20000000000005,274.6,1,753.8000000000001
Breno Monteiro,23,Meio-campista,343.2,386.0,340.0,338.0,0.0,1069.2,678.0,3,1747.2
Dr. João Felipe Azevedo,21,Atacante,184.0,136.0,152.5,122.5,0.0,472.5,275.0,1,747.5
Thomas Duarte,29,Atacante,178.0,142.0,151.0,120.0,0.0,471.0,271.0,1,742.0
João Gabriel Ramos,34,Goleiro,0.0,239.0,217.0,217.5,326.0,456.0,760.5,2,1216.5
Daniel Vieira,34,Zagueiro,312.3,328.5,336.75,421.6,0.0,977.55,758.35,3,1735.9
Dr. Leandro Araújo,30,Zagueiro,312.6,336.0,336.75,437.6,0.0,985.35,774.35,3,1759.7
Sr. Luigi Melo,29,Lateral,235.2,246.5,255.2,251.0,0.0,736.9,506.2,2,1243.1
Sr. Arthur Moura,26,Lateral,339.2,370.5,360.0,352.5,0.0,1069.7,712.5,3,1782.2
Anthony Campos,28,Meio-campista,148.0,170.0,124.8,139.0,0.0,442.8,263.8,1,706.6
Dr. Davi Lucca Ramos,32,Meio-campista,250.4,268.0,229.6,231.0,0.0,748.0,460.6,2,1208.6
João Miguel Aragão,23,Meio-campista,140.8,180.0,131.2,133.0,0.0,452.0,264.2,1,716.2
João Pedro Barbosa,31,Meio-campista,439.6,488.0,424.0,434.0,0.0,1351.6,858.0,4,2209.6
Emanuel Cavalcanti,29,Atacante,264.0,230.0,252.5,218.0,0.0,746.5,470.5,2,1217.0
Lorenzo Rezende,27,Atacante,270.0,240.0,273.5,218.0,0.0,783.5,491.5,2,1275.0
Enzo da Mata,34,Goleiro,0.0,144.0,122.5,117.5,220.0,266.5,460.0,1,726.5
Luiz Gustavo Araújo,24,Zagueiro,214.4,233.0,233.0,302.4,0.0,680.4,535.4,2,1215.8
Leandro Melo,30,Zagueiro,114.4,136.0,129.25,208.8,0.0,379.65,338.05,1,717.7
Ryan das Neves,35,Lateral,137.6,175.0,152.8,172.0,0.0,465.40000000000003,324.8,1,790.2
Fernando Moraes,29,Lateral,232.0,261.5,240.8,266.0,0.0,734.3,506.8,2,1241.1
Benício Moreira,21,Meio-campista,245.6,284.0,224.0,246.0,0.0,753.6,470.0,2,1223.6
Thiago Peixoto,30,Meio-campista,154.0,184.0,130.4,135.0,0.0,468.4,265.4,1,733.8
João Felipe da Rocha,28,Meio-campista,440.8,490.0,429.6,436.0,0.0,1360.4,865.6,4,2226.0
Paulo Dias,33,Meio-campista,439.6,480.0,436.8,443.0,0.0,1356.4,879.8,4,2236.2
Thales Caldeira,31,Atacante,494.0,444.0,451.0,423.5,0.0,1389.0,874.5,4,2263.5
Luiz Henrique Rodrigues,34,Atacante,174.0,133.0,151.0,124.0,0.0,458.0,275.0,1,733.0
Dr. Renan da Mata,27,Goleiro,0.0,541.0,520.0,521.0,602.0,1061.0,1643.0,5,2704.0
Theo Moreira,27,Zagueiro,214.7,226.25,236.0,328.0,0.0,676.95,564.0,2,1240.95
Juan Azevedo,27,Zagueiro,314.4,333.75,336.0,460.0,0.0,984.15,796.0,3,1780.15
Dr. Lucas Gabriel da Paz,22,Lateral,337.6,361.5,352.8,349.5,0.0,1051.9,702.3,3,1754.2
João Pedro Ramos,26,Lateral,433.6,455.5,448.0,469.0,0.0,1337.1,917.0,4,2254.1
João Lucas Fernandes,30,Meio-campista,242.0,296.0,224.8,247.0,0.0,762.8,471.8,2,1234.6
Gabriel Costela,26,Meio-campista,145.6,180.0,137.6,131.0,0.0,463.20000000000005,268.6,1,731.8000000000001
Carlos Eduardo Viana,26,Meio-campista,155.2,188.0,135.2,136.0,0.0,478.4,271.2,1,749.5999999999999
Dr. Levi Pinto,20,Meio-campista,148.0,164.0,126.4,139.0,0.0,438.4,265.4,1,703.8
Eduardo Pires,24,Atacante,184.0,137.0,151.0,115.0,0.0,472.0,266.0,1,738.0
André das Neves,25,Atacante,176.0,138.0,155.5,124.0,0.0,469.5,279.5,1,749.0
Murilo Gomes,34,Goleiro,0.0,131.0,115.0,116.5,238.0,246.0,469.5,1,715.5
Bruno Cardoso,20,Zagueiro,513.2,533.75,532.25,640.8,0.0,1579.2,1173.05,5,2752.25
Alexandre Ramos,34,Zagueiro,314.4,336.75,334.5,402.4,0.0,985.65,736.9,3,1722.55
Enrico Moreira,31,Lateral,525.6,575.0,545.6,572.0,0.0,1646.1999999999998,1117.6,5,2763.7999999999997
Sr. Luiz Felipe Costela,33,Lateral,235.2,257.0,258.8,270.5,0.0,751.0,529.3,2,1280.3
João Guilherme da Luz,33,Meio-campista,351.6,370.0,334.4,350.0,0.0,1056.0,684.4,3,1740.4
João Gonçalves,24,Meio-campista,539.6,580.0,528.8,539.0,0.0,1648.3999999999999,1067.8,5,2716.2
Alexandre Oliveira,34,Meio-campista,245.6,292.0,238.4,235.0,0.0,776.0,473.4,2,1249.4
Vitor Gabriel Alves,27,Meio-campista,143.2,192.0,130.4,143.0,0.0,465.6,273.4,1,739.0
Ian Almeida,30,Atacante,164.0,141.0,164.5,123.0,0.0,469.5,287.5,1,757.0
João Vitor Costa,32,Atacante,380.0,337.0,373.5,320.0,0.0,1090.5,693.5,3,1784.0
Kaique da Mata,25,Goleiro,0.0,138.0,122.0,123.0,247.0,260.0,492.0,1,752.0
Luiz Henrique Moraes,21,Zagueiro,109.9,136.0,130.75,240.8,0.0,376.65,371.55,1,748.2
Luiz Fernando Fernandes,32,Zagueiro,510.8,525.5,535.25,650.4,0.0,1571.55,1185.65,5,2757.2
Danilo da Conceição,22,Lateral,138.4,161.5,160.0,155.5,0.0,459.9,315.5,1,775.4
Nathan da Cruz,25,Lateral,129.6,152.5,157.6,170.5,0.0,439.70000000000005,328.1,1,767.8000000000001
Dr. Murilo Almeida,35,Meio-campista,448.0,476.0,430.4,450.0,0.0,1354.4,880.4,4,2234.8
Luiz Henrique Oliveira,23,Meio-campista,238.4,266.0,226.4,235.0,0.0,730.8,461.4,2,1192.1999999999998
Pedro Miguel Campos,33,Meio-campista,142.0,198.0,125.6,131.0,0.0,465.6,256.6,1,722.2
Gustavo Henrique Moreira,35,Meio-campista,457.6,500.0,434.4,432.0,0.0,1392.0,866.4,4,2258.4
João Vitor da Rocha,27,Atacante,174.0,134.0,175.0,122.5,0.0,483.0,297.5,1,780.5
Sr. Thomas da Cruz,22,Atacante,292.0,233.0,263.0,221.5,0.0,788.0,484.5,2,1272.5
Dr. João Vitor Silva,29,Goleiro,0.0,141.0,119.0,118.0,241.0,260.0,478.0,1,738.0
Igor Fogaça,23,Zagueiro,314.7,335.25,334.5,456.8,0.0,984.45,791.3,3,1775.75
Sr. Luigi Farias,22,Zagueiro,310.5,336.75,324.0,450.4,0.0,971.25,774.4,3,1745.65
João Vitor da Luz,32,Lateral,239.2,252.5,246.8,245.0,0.0,738.5,491.8,2,1230.3
Murilo Correia,30,Lateral,239.2,261.5,255.2,251.0,0.0,755.9,506.2,2,1262.1
Henrique Caldeira,21,Meio-campista,243.2,278.0,236.0,236.0,0.0,757.2,472.0,2,1229.2
Felipe da Mota,20,Meio-campista,344.4,366.0,325.6,346.0,0.0,1036.0,671.6,3,1707.6
Leonardo Sales,28,Meio-campista,158.8,180.0,128.0,138.0,0.0,466.8,266.0,1,732.8
Sr. Guilherme Rezende,32,Meio-campista,154.0,188.0,132.8,149.0,0.0,474.8,281.8,1,756.6
Sr. Nathan Lopes,27,Atacante,176.0,135.0,167.5,116.0,0.0,478.5,283.5,1,762.0
Cauã Cunha,20,Atacante,162.0,141.0,157.0,118.0,0.0,460.0,275.0,1,735.0
Guilherme das Neves,35,Goleiro,0.0,350.0,320.5,316.5,408.0,670.5,1045.0,3,1715.5
Dr. Pedro Miguel Peixoto,32,Zagueiro,209.9,233.75,228.5,308.8,0.0,672.15,537.3,2,1209.4499999999998
Miguel da Paz,34,Zagueiro,209.9,225.5,229.25,340.8,0.0,664.65,570.05,2,1234.6999999999998
Paulo Vieira,25,Lateral,126.4,152.5,158.8,172.0,0.0,437.7,330.8,1,768.5
Eduardo Lopes,29,Lateral,239.2,248.0,243.2,260.0,0.0,730.4,503.2,2,1233.6
Pedro Henrique Farias,29,Meio-campista,149.2,192.0,128.0,137.0,0.0,469.2,265.0,1,734.2
Joaquim da Cruz,21,Meio-campista,539.6,588.0,524.8,533.0,0.0,1652.3999999999999,1057.8,5,2710.2
Gustavo Peixoto,21,Meio-campista,342.0,386.0,332.8,348.0,0.0,1060.8,680.8,3,1741.6
Erick Martins,27,Meio-campista,439.6,470.0,433.6,444.0,0.0,1343.2,877.6,4,2220.8
Vitor Gabriel Barbosa,24,Atacante,162.0,145.0,149.5,121.0,0.0,456.5,270.5,1,727.0
Luiz Miguel da Mata,26,Atacante,178.0,136.0,173.5,124.0,0.0,487.5,297.5,1,785.0
Lucas Gomes,26,Goleiro,0.0,143.0,117.5,122.0,238.0,260.5,477.5,1,738.0
Isaac Silva,27,Zagueiro,114.4,137.5,127.0,244.0,0.0,378.9,371.0,1,749.9
Renan Fogaça,33,Zagueiro,313.8,332.25,324.75,447.20000000000005,0.0,970.8,771.95,3,1742.75
Sr. Davi Luiz Novaes,33,Lateral,237.6,275.0,252.8,249.5,0.0,765.4000000000001,502.3,2,1267.7
Sr. Yuri Alves,21,Lateral,137.6,154.0,140.8,166.0,0.0,432.40000000000003,306.8,1,739.2
Luiz Henrique Almeida,30,Meio-campista,451.6,490.0,428.8,444.0,0.0,1370.4,872.8,4,2243.2
Yago Ribeiro,24,Meio-campista,238.4,284.0,224.8,235.0,0.0,747.2,459.8,2,1207.0
Calebe Nogueira,24,Meio-campista,154.0,182.0,134.4,149.0,0.0,470.4,283.4,1,753.8
Yuri Cavalcanti,32,Meio-campista,144.4,162.0,136.0,136.0,0.0,442.4,272.0,1,714.4
Danilo Almeida,26,Atacante,288.0,243.0,266.0,217.5,0.0,797.0,483.5,2,1280.5
Rodrigo Lopes,25,Atacante,384.0,341.0,372.0,322.5,0.0,1097.0,694.5,3,1791.5
Dr. João Vitor Martins,25,Goleiro,0.0,232.0,219.0,217.5,344.0,451.0,780.5,2,1231.5
João Miguel Campos,22,Zagueiro,112.9,133.75,130.0,196.0,0.0,376.65,326.0,1,702.65
Daniel Mendes,21,Zagueiro,109.0,124.75,132.25,250.4,0.0,366.0,382.65,1,748.65
Dr. Luiz Fernando Silva,24,Lateral,124.0,154.0,152.8,172.0,0.0,430.8,324.8,1,755.6
Cauê Porto,33,Lateral,124.0,169.0,155.2,157.0,0.0,448.2,312.2,1,760.4
Dr. Samuel Fogaça,28,Meio-campista,160.0,166.0,132.0,134.0,0.0,458.0,266.0,1,724.0
Rafael Viana,24,Meio-campista,139.6,170.0,124.0,134.0,0.0,433.6,258.0,1,691.6
Eduardo Jesus,34,Meio-campista,256.4,284.0,226.4,249.0,0.0,766.8,475.4,2,1242.1999999999998
Davi Luiz da Cunha,29,Meio-campista,143.2,172.0,132.8,134.0,0.0,448.0,266.8,1,714.8
Leonardo Campos,25,Atacante,178.0,148.0,166.0,119.5,0.0,492.0,285.5,1,777.5
Vitor Rezende,34,Atacante,292.0,236.0,258.5,221.5,0.0,786.5,480.0,2,1266.5
Daniel Costela,32,Goleiro,0.0,446.0,424.5,425.0,505.0,870.5,1354.5,4,2225.0
Arthur Porto,34,Zagueiro,112.3,123.25,125.5,224.8,0.0,361.05,350.3,1,711.35
Breno Monteiro,25,Zagueiro,309.9,327.0,334.5,440.8,0.0,971.4,775.3,3,1746.6999999999998
Alexandre da Cunha,22,Lateral,435.2,445.0,456.4,448.0,0.0,1336.6,904.4,4,2241.0
Kevin Melo,21,Lateral,128.8,161.5,142.0,172.0,0.0,432.3,314.0,1,746.3
Daniel Correia,21,Meio-campista,357.6,364.0,330.4,342.0,0.0,1052.0,672.4,3,1724.4
Otávio Souza,25,Meio-campista,160.0,170.0,134.4,144.0,0.0,464.4,278.4,1,742.8
Miguel da Conceição,30,Meio-campista,236.0,284.0,232.0,244.0,0.0,752.0,476.0,2,1228.0
Lucas Teixeira,21,Meio-campista,244.4,292.0,236.8,247.0,0.0,773.2,483.8,2,1257.0
Lucca Lima,29,Atacante,190.0,141.0,154.0,115.0,0.0,485.0,269.0,1,754.0
Daniel Melo,30,Atacante,174.0,135.0,169.0,122.5,0.0,478.0,291.5,1,769.5
Dr. Benjamin Peixoto,30,Goleiro,0.0,138.0,116.5,124.0,232.0,254.5,472.5,1,727.0
Dr. João Gabriel Almeida,26,Zagueiro,110.5,130.0,130.75,212.0,0.0,371.25,342.75,1,714.0
Dr. Leandro Freitas,31,Zagueiro,210.2,226.25,228.5,328.0,0.0,664.95,556.5,2,1221.45
Diego da Luz,27,Lateral,337.6,352.5,350.4,357.0,0.0,1040.5,707.4,3,1747.9
Lucas Gabriel Teixeira,33,Lateral,529.6,557.0,558.8,563.0,0.0,1645.3999999999999,1121.8,5,2767.2
Thiago Nogueira,31,Meio-campista,342.0,382.0,339.2,348.0,0.0,1063.2,687.2,3,1750.4
Sr. Pedro Henrique Ribeiro,21,Meio-campista,338.4,372.0,338.4,331.0,0.0,1048.8,669.4,3,1718.1999999999998
Thiago Freitas,28,Meio-campista,154.0,186.0,126.4,135.0,0.0,466.4,261.4,1,727.8
João Lucas Cunha,29,Meio-campista,352.8,368.0,332.8,341.0,0.0,1053.6,673.8,3,1727.3999999999999
Marcelo da Mota,20,Atacante,296.0,231.0,246.5,216.5,0.0,773.5,463.0,2,1236.5
Dr. Luiz Gustavo Carvalho,21,Atacante,160.0,137.0,145.0,124.5,0.0,442.0,269.5,1,711.5
Dr. Igor Araújo,20,Goleiro,0.0,244.0,218.0,216.0,302.0,462.0,736.0,2,1198.0
